T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfer Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME","REPORT_DISTNAME_NUMBER","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND","TRANSFERS_IN_OUT"
"2021-2022",13,"REGION XIII AUSTIN","LAKE TRAVIS ISD  -  227913","Traditional ISD/CSD",200,"Transfers Out To",100,"LOHN ISD  -  160905",-999
"2021-2022",13,"REGION XIII AUSTIN","LAKE TRAVIS ISD  -  227913","Traditional ISD/CSD",200,"Transfers Out To",100,"LOVEJOY ISD  -  043919",-999
"2021-2022",13,"REGION XIII AUSTIN","LAKE TRAVIS ISD  -  227913","Traditional ISD/CSD",200,"Transfers Out To",100,"MARBLE FALLS ISD  -  027904",-999
"2021-2022",13,"REGION XIII AUSTIN","LAKE TRAVIS ISD  -  227913","Traditional ISD/CSD",200,"Transfers Out To",100,"NYOS CHARTER SCHOOL  -  227804",-999
"2021-2022",13,"REGION XIII AUSTIN","LAKE TRAVIS ISD  -  227913","Traditional ISD/CSD",200,"Transfers Out To",100,"PREMIER HIGH SCHOOLS  -  072801",-999
"2021-2022",13,"REGION XIII AUSTIN","LAKE TRAVIS ISD  -  227913","Traditional ISD/CSD",200,"Transfers Out To",100,"ROUND ROCK ISD  -  246909",-999
"2021-2022",13,"REGION XIII AUSTIN","LAKE TRAVIS ISD  -  227913","Traditional ISD/CSD",200,"Transfers Out To",100,"TEXARKANA ISD  -  019907",-999
"2021-2022",13,"REGION XIII AUSTIN","LAKE TRAVIS ISD  -  227913","Traditional ISD/CSD",200,"Transfers Out To",100,"TEXAS COLLEGE PREPARATORY ACADEMIES  -  22180",-999
"2021-2022",13,"REGION XIII AUSTIN","LAKE TRAVIS ISD  -  227913","Traditional ISD/CSD",200,"Transfers Out To",100,"TEXAS TECH UNIVERSITY K-12  -  152504",-999
"2021-2022",13,"REGION XIII AUSTIN","LAKE TRAVIS ISD  -  227913","Traditional ISD/CSD",200,"Transfers Out To",100,"THE EXCEL CENTER - FOR ADULTS  -  227827",-999
"2021-2022",13,"REGION XIII AUSTIN","LAKE TRAVIS ISD  -  227913","Traditional ISD/CSD",200,"Transfers Out To",100,"UNIVERSITY OF TEXAS AT AUSTIN H S  -  227506",-999
"2021-2022",13,"REGION XIII AUSTIN","LAKE TRAVIS ISD  -  227913","Traditional ISD/CSD",200,"Transfers Out To",100,"UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL",-999
"2021-2022",13,"REGION XIII AUSTIN","LAKE TRAVIS ISD  -  227913","Traditional ISD/CSD",200,"Transfers Out To",100,"VALOR PUBLIC SCHOOLS  -  227829",10
"2021-2022",13,"REGION XIII AUSTIN","LAKE TRAVIS ISD  -  227913","Traditional ISD/CSD",200,"Transfers Out To",200,,"."
"2021-2022",13,"REGION XIII AUSTIN","LAKE TRAVIS ISD  -  227913","Traditional ISD/CSD",200,"Transfers Out To",200,"Total Transfers Out",216
"2021-2022",13,"REGION XIII AUSTIN","LAKE TRAVIS ISD  -  227913","Traditional ISD/CSD",200,"Transfers Out To",300,,"."

 -999 indicates counts or percentages are not available (i.e. masked) to comply with the Family Educational Rights and Privacy Act (FERPA).

Masked numbers are typically small although larger numbers may be masked to prevent imputation.

The REPORT_NUMBER column and the LINE_GROUP_NUMBER column are added to assist sorting and filtering of rows in the file.

