T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfer Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME","REPORT_DISTNAME_NUMBER","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND","TRANSFERS_IN_OUT"
"2022-2023",19,"REGION XIX EL PASO","YSLETA ISD  -  071905","Traditional ISD/CSD",100,"Transfers In From",100,"ALDINE ISD  -  101902",-999
"2022-2023",19,"REGION XIX EL PASO","YSLETA ISD  -  071905","Traditional ISD/CSD",100,"Transfers In From",100,"ALIEF ISD  -  101903",-999
"2022-2023",19,"REGION XIX EL PASO","YSLETA ISD  -  071905","Traditional ISD/CSD",100,"Transfers In From",100,"ANTHONY ISD  -  071906",-999
"2022-2023",19,"REGION XIX EL PASO","YSLETA ISD  -  071905","Traditional ISD/CSD",100,"Transfers In From",100,"BRYAN ISD  -  021902",-999
"2022-2023",19,"REGION XIX EL PASO","YSLETA ISD  -  071905","Traditional ISD/CSD",100,"Transfers In From",100,"CANUTILLO ISD  -  071907",45
"2022-2023",19,"REGION XIX EL PASO","YSLETA ISD  -  071905","Traditional ISD/CSD",100,"Transfers In From",100,"CLINT ISD  -  071901",325
"2022-2023",19,"REGION XIX EL PASO","YSLETA ISD  -  071905","Traditional ISD/CSD",100,"Transfers In From",100,"DALLAS ISD  -  057905",-999
"2022-2023",19,"REGION XIX EL PASO","YSLETA ISD  -  071905","Traditional ISD/CSD",100,"Transfers In From",100,"ECTOR COUNTY ISD  -  068901",-999
"2022-2023",19,"REGION XIX EL PASO","YSLETA ISD  -  071905","Traditional ISD/CSD",100,"Transfers In From",100,"EDINBURG CISD  -  108904",-999
"2022-2023",19,"REGION XIX EL PASO","YSLETA ISD  -  071905","Traditional ISD/CSD",100,"Transfers In From",100,"EL PASO ISD  -  071902",1427
"2022-2023",19,"REGION XIX EL PASO","YSLETA ISD  -  071905","Traditional ISD/CSD",100,"Transfers In From",100,"FABENS ISD  -  071903",-999
"2022-2023",19,"REGION XIX EL PASO","YSLETA ISD  -  071905","Traditional ISD/CSD",100,"Transfers In From",100,"FT HANCOCK ISD  -  115901",-999
"2022-2023",19,"REGION XIX EL PASO","YSLETA ISD  -  071905","Traditional ISD/CSD",100,"Transfers In From",100,"GALENA PARK ISD  -  101910",-999
"2022-2023",19,"REGION XIX EL PASO","YSLETA ISD  -  071905","Traditional ISD/CSD",100,"Transfers In From",100,"HARLINGEN CISD  -  031903",-999
"2022-2023",19,"REGION XIX EL PASO","YSLETA ISD  -  071905","Traditional ISD/CSD",100,"Transfers In From",100,"HOUSTON ISD  -  101912",-999
"2022-2023",19,"REGION XIX EL PASO","YSLETA ISD  -  071905","Traditional ISD/CSD",100,"Transfers In From",100,"IRVING ISD  -  057912",-999
"2022-2023",19,"REGION XIX EL PASO","YSLETA ISD  -  071905","Traditional ISD/CSD",100,"Transfers In From",100,"JEFFERSON ISD  -  155901",-999
"2022-2023",19,"REGION XIX EL PASO","YSLETA ISD  -  071905","Traditional ISD/CSD",100,"Transfers In From",100,"LUBBOCK ISD  -  152901",-999
"2022-2023",19,"REGION XIX EL PASO","YSLETA ISD  -  071905","Traditional ISD/CSD",100,"Transfers In From",100,"NORTHSIDE ISD  -  015915",-999
"2022-2023",19,"REGION XIX EL PASO","YSLETA ISD  -  071905","Traditional ISD/CSD",100,"Transfers In From",100,"O'DONNELL ISD  -  153903",-999
"2022-2023",19,"REGION XIX EL PASO","YSLETA ISD  -  071905","Traditional ISD/CSD",100,"Transfers In From",100,"PLANO ISD  -  043910",-999
"2022-2023",19,"REGION XIX EL PASO","YSLETA ISD  -  071905","Traditional ISD/CSD",100,"Transfers In From",100,"RUSK ISD  -  037907",-999
"2022-2023",19,"REGION XIX EL PASO","YSLETA ISD  -  071905","Traditional ISD/CSD",100,"Transfers In From",100,"SAN ANTONIO ISD  -  015907",-999
