"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2011-12",10,"Region X Richardson","Tom Bean ISD (091918)",100,"Transfers In From",100,"Bells ISD (091901)",-9999999
"2011-12",10,"Region X Richardson","Tom Bean ISD (091918)",100,"Transfers In From",100,"Denison ISD (091903)",-9999999
"2011-12",10,"Region X Richardson","Tom Bean ISD (091918)",100,"Transfers In From",100,"Honey Grove ISD (074907)",-9999999
"2011-12",10,"Region X Richardson","Tom Bean ISD (091918)",100,"Transfers In From",100,"Howe ISD (091905)",10
"2011-12",10,"Region X Richardson","Tom Bean ISD (091918)",100,"Transfers In From",100,"Rockwall ISD (199901)",-9999999
"2011-12",10,"Region X Richardson","Tom Bean ISD (091918)",100,"Transfers In From",100,"Sherman ISD (091906)",26
"2011-12",10,"Region X Richardson","Tom Bean ISD (091918)",100,"Transfers In From",100,"Trenton ISD (074912)",-9999999
"2011-12",10,"Region X Richardson","Tom Bean ISD (091918)",100,"Transfers In From",100,"Van Alstyne ISD (091908)",-9999999
"2011-12",10,"Region X Richardson","Tom Bean ISD (091918)",100,"Transfers In From",100,"Whitewright ISD (091910)",11
"2011-12",10,"Region X Richardson","Tom Bean ISD (091918)",100,"Transfers In From",100,"Wolfe City ISD (116909)",-9999999
"2011-12",10,"Region X Richardson","Tom Bean ISD (091918)",100,"Transfers In From",200,"","."
"2011-12",10,"Region X Richardson","Tom Bean ISD (091918)",100,"Transfers In From",200,"Total Transfers In",61
"2011-12",10,"Region X Richardson","Tom Bean ISD (091918)",100,"Transfers In From",300,"","."
"2011-12",10,"Region X Richardson","Tom Bean ISD (091918)",200,"Transfers Out To",100,"Anna ISD (043902)",-9999999
"2011-12",10,"Region X Richardson","Tom Bean ISD (091918)",200,"Transfers Out To",100,"Bells ISD (091901)",6
"2011-12",10,"Region X Richardson","Tom Bean ISD (091918)",200,"Transfers Out To",100,"Bruceville-Eddy ISD (161919)",-9999999
"2011-12",10,"Region X Richardson","Tom Bean ISD (091918)",200,"Transfers Out To",100,"Greenville ISD (116905)",-9999999
"2011-12",10,"Region X Richardson","Tom Bean ISD (091918)",200,"Transfers Out To",100,"Gunter ISD (091917)",-9999999
"2011-12",10,"Region X Richardson","Tom Bean ISD (091918)",200,"Transfers Out To",100,"Howe ISD (091905)",17
"2011-12",10,"Region X Richardson","Tom Bean ISD (091918)",200,"Transfers Out To",100,"Melissa ISD (043908)",-9999999
"2011-12",10,"Region X Richardson","Tom Bean ISD (091918)",200,"Transfers Out To",100,"Princeton ISD (043911)",-9999999
"2011-12",10,"Region X Richardson","Tom Bean ISD (091918)",200,"Transfers Out To",100,"Sherman ISD (091906)",8
"2011-12",10,"Region X Richardson","Tom Bean ISD (091918)",200,"Transfers Out To",100,"Texas College Preparatory Academie (221801)",-9999999
"2011-12",10,"Region X Richardson","Tom Bean ISD (091918)",200,"Transfers Out To",100,"The Legends Academy (061803)",-9999999
"2011-12",10,"Region X Richardson","Tom Bean ISD (091918)",200,"Transfers Out To",100,"Tioga ISD (091907)",-9999999
"2011-12",10,"Region X Richardson","Tom Bean ISD (091918)",200,"Transfers Out To",100,"Whitewright ISD (091910)",11
"2011-12",10,"Region X Richardson","Tom Bean ISD (091918)",200,"Transfers Out To",200,"","."
"2011-12",10,"Region X Richardson","Tom Bean ISD (091918)",200,"Transfers Out To",200,"Total Transfers Out",58
"2011-12",10,"Region X Richardson","Tom Bean ISD (091918)",200,"Transfers Out To",300,"","."

