"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2011-12",14,"Region XIV Abilene","Westbrook ISD (168903)",100,"Transfers In From",100,"Big Spring ISD (114901)",13
"2011-12",14,"Region XIV Abilene","Westbrook ISD (168903)",100,"Transfers In From",100,"Coahoma ISD (114902)",-9999999
"2011-12",14,"Region XIV Abilene","Westbrook ISD (168903)",100,"Transfers In From",100,"Colorado ISD (168901)",103
"2011-12",14,"Region XIV Abilene","Westbrook ISD (168903)",100,"Transfers In From",100,"Snyder ISD (208902)",-9999999
"2011-12",14,"Region XIV Abilene","Westbrook ISD (168903)",100,"Transfers In From",200,"","."
"2011-12",14,"Region XIV Abilene","Westbrook ISD (168903)",100,"Transfers In From",200,"Total Transfers In",-9999999
"2011-12",14,"Region XIV Abilene","Westbrook ISD (168903)",100,"Transfers In From",300,"","."
"2011-12",14,"Region XIV Abilene","Westbrook ISD (168903)",200,"Transfers Out To",100,"Colorado ISD (168901)",11
"2011-12",14,"Region XIV Abilene","Westbrook ISD (168903)",200,"Transfers Out To",100,"Loraine ISD (168902)",-9999999
"2011-12",14,"Region XIV Abilene","Westbrook ISD (168903)",200,"Transfers Out To",200,"","."
"2011-12",14,"Region XIV Abilene","Westbrook ISD (168903)",200,"Transfers Out To",200,"Total Transfers Out",-9999999
"2011-12",14,"Region XIV Abilene","Westbrook ISD (168903)",200,"Transfers Out To",300,"","."

