"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2012-13",05,"Region V Beaumont","Chester ISD (229906)",100,"Transfers In From",100,"Colmesneil ISD (229901)",6
"2012-13",05,"Region V Beaumont","Chester ISD (229906)",100,"Transfers In From",100,"Corrigan-Camden ISD (187904)",5
"2012-13",05,"Region V Beaumont","Chester ISD (229906)",100,"Transfers In From",100,"Leggett ISD (187906)",-9999999
"2012-13",05,"Region V Beaumont","Chester ISD (229906)",100,"Transfers In From",100,"Warren ISD (229904)",-9999999
"2012-13",05,"Region V Beaumont","Chester ISD (229906)",100,"Transfers In From",100,"Woodville ISD (229903)",9
"2012-13",05,"Region V Beaumont","Chester ISD (229906)",100,"Transfers In From",100,"Zavalla ISD (003906)",-9999999
"2012-13",05,"Region V Beaumont","Chester ISD (229906)",100,"Transfers In From",200,"","."
"2012-13",05,"Region V Beaumont","Chester ISD (229906)",100,"Transfers In From",200,"Total Transfers In",25
"2012-13",05,"Region V Beaumont","Chester ISD (229906)",100,"Transfers In From",300,"","."
"2012-13",05,"Region V Beaumont","Chester ISD (229906)",200,"Transfers Out To",100,"Big Sandy ISD (187901)",-9999999
"2012-13",05,"Region V Beaumont","Chester ISD (229906)",200,"Transfers Out To",100,"Colmesneil ISD (229901)",8
"2012-13",05,"Region V Beaumont","Chester ISD (229906)",200,"Transfers Out To",100,"Corrigan-Camden ISD (187904)",9
"2012-13",05,"Region V Beaumont","Chester ISD (229906)",200,"Transfers Out To",100,"Diboll ISD (003905)",-9999999
"2012-13",05,"Region V Beaumont","Chester ISD (229906)",200,"Transfers Out To",100,"Livingston ISD (187907)",-9999999
"2012-13",05,"Region V Beaumont","Chester ISD (229906)",200,"Transfers Out To",100,"Texas College Preparatory Academie (221801)",-9999999
"2012-13",05,"Region V Beaumont","Chester ISD (229906)",200,"Transfers Out To",100,"Woodville ISD (229903)",27
"2012-13",05,"Region V Beaumont","Chester ISD (229906)",200,"Transfers Out To",200,"","."
"2012-13",05,"Region V Beaumont","Chester ISD (229906)",200,"Transfers Out To",200,"Total Transfers Out",-9999999
"2012-13",05,"Region V Beaumont","Chester ISD (229906)",200,"Transfers Out To",300,"","."

