"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2011-12",07,"Region VII Kilgore","Murchison ISD (107908)",100,"Transfers In From",100,"Athens ISD (107901)",78
"2011-12",07,"Region VII Kilgore","Murchison ISD (107908)",100,"Transfers In From",100,"Brownsboro ISD (107902)",40
"2011-12",07,"Region VII Kilgore","Murchison ISD (107908)",100,"Transfers In From",100,"Tyler ISD (212905)",-9999999
"2011-12",07,"Region VII Kilgore","Murchison ISD (107908)",100,"Transfers In From",100,"Van ISD (234906)",-9999999
"2011-12",07,"Region VII Kilgore","Murchison ISD (107908)",100,"Transfers In From",200,"","."
"2011-12",07,"Region VII Kilgore","Murchison ISD (107908)",100,"Transfers In From",200,"Total Transfers In",-9999999
"2011-12",07,"Region VII Kilgore","Murchison ISD (107908)",100,"Transfers In From",300,"","."
"2011-12",07,"Region VII Kilgore","Murchison ISD (107908)",200,"Transfers Out To",100,"Athens ISD (107901)",9
"2011-12",07,"Region VII Kilgore","Murchison ISD (107908)",200,"Transfers Out To",100,"Brownsboro ISD (107902)",47
"2011-12",07,"Region VII Kilgore","Murchison ISD (107908)",200,"Transfers Out To",100,"Eustace ISD (107905)",5
"2011-12",07,"Region VII Kilgore","Murchison ISD (107908)",200,"Transfers Out To",100,"Mabank ISD (129905)",-9999999
"2011-12",07,"Region VII Kilgore","Murchison ISD (107908)",200,"Transfers Out To",100,"Martins Mill ISD (234905)",5
"2011-12",07,"Region VII Kilgore","Murchison ISD (107908)",200,"Transfers Out To",100,"Van ISD (234906)",-9999999
"2011-12",07,"Region VII Kilgore","Murchison ISD (107908)",200,"Transfers Out To",200,"","."
"2011-12",07,"Region VII Kilgore","Murchison ISD (107908)",200,"Transfers Out To",200,"Total Transfers Out",-9999999
"2011-12",07,"Region VII Kilgore","Murchison ISD (107908)",200,"Transfers Out To",300,"","."

