"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2013-14",08,"Region VIII Mt Pleasant","Malta ISD (019910)",100,"Transfers In From",100,"Avery ISD (194902)",-9999999
"2013-14",08,"Region VIII Mt Pleasant","Malta ISD (019910)",100,"Transfers In From",100,"Dekalb ISD (019901)",41
"2013-14",08,"Region VIII Mt Pleasant","Malta ISD (019910)",100,"Transfers In From",100,"Hooks ISD (019902)",-9999999
"2013-14",08,"Region VIII Mt Pleasant","Malta ISD (019910)",100,"Transfers In From",100,"New Boston ISD (019905)",65
"2013-14",08,"Region VIII Mt Pleasant","Malta ISD (019910)",100,"Transfers In From",100,"Simms ISD (019909)",5
"2013-14",08,"Region VIII Mt Pleasant","Malta ISD (019910)",100,"Transfers In From",200,"","."
"2013-14",08,"Region VIII Mt Pleasant","Malta ISD (019910)",100,"Transfers In From",200,"Total Transfers In",-9999999
"2013-14",08,"Region VIII Mt Pleasant","Malta ISD (019910)",100,"Transfers In From",300,"","."
"2013-14",08,"Region VIII Mt Pleasant","Malta ISD (019910)",200,"Transfers Out To",100,"Dekalb ISD (019901)",-9999999
"2013-14",08,"Region VIII Mt Pleasant","Malta ISD (019910)",200,"Transfers Out To",100,"New Boston ISD (019905)",14
"2013-14",08,"Region VIII Mt Pleasant","Malta ISD (019910)",200,"Transfers Out To",100,"Simms ISD (019909)",-9999999
"2013-14",08,"Region VIII Mt Pleasant","Malta ISD (019910)",200,"Transfers Out To",100,"Texas College Preparatory Academie (221801)",-9999999
"2013-14",08,"Region VIII Mt Pleasant","Malta ISD (019910)",200,"Transfers Out To",200,"","."
"2013-14",08,"Region VIII Mt Pleasant","Malta ISD (019910)",200,"Transfers Out To",200,"Total Transfers Out",20
"2013-14",08,"Region VIII Mt Pleasant","Malta ISD (019910)",200,"Transfers Out To",300,"","."

