"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2013-14",20,"Region XX San Antonio","Hunt ISD (133902)",100,"Transfers In From",100,"Divide ISD (133905)",5
"2013-14",20,"Region XX San Antonio","Hunt ISD (133902)",100,"Transfers In From",100,"Fredericksburg ISD (086901)",-9999999
"2013-14",20,"Region XX San Antonio","Hunt ISD (133902)",100,"Transfers In From",100,"Ingram ISD (133904)",34
"2013-14",20,"Region XX San Antonio","Hunt ISD (133902)",100,"Transfers In From",100,"Kerrville ISD (133903)",29
"2013-14",20,"Region XX San Antonio","Hunt ISD (133902)",100,"Transfers In From",200,"","."
"2013-14",20,"Region XX San Antonio","Hunt ISD (133902)",100,"Transfers In From",200,"Total Transfers In",-9999999
"2013-14",20,"Region XX San Antonio","Hunt ISD (133902)",100,"Transfers In From",300,"","."
"2013-14",20,"Region XX San Antonio","Hunt ISD (133902)",200,"Transfers Out To",100,"Fredericksburg ISD (086901)",-9999999
"2013-14",20,"Region XX San Antonio","Hunt ISD (133902)",200,"Transfers Out To",100,"Harper ISD (086902)",-9999999
"2013-14",20,"Region XX San Antonio","Hunt ISD (133902)",200,"Transfers Out To",100,"Ingram ISD (133904)",37
"2013-14",20,"Region XX San Antonio","Hunt ISD (133902)",200,"Transfers Out To",100,"Kerrville ISD (133903)",22
"2013-14",20,"Region XX San Antonio","Hunt ISD (133902)",200,"Transfers Out To",200,"","."
"2013-14",20,"Region XX San Antonio","Hunt ISD (133902)",200,"Transfers Out To",200,"Total Transfers Out",-9999999
"2013-14",20,"Region XX San Antonio","Hunt ISD (133902)",200,"Transfers Out To",300,"","."

