T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfer Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME","REPORT_DISTNAME_NUMBER","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND","TRANSFERS_IN_OUT"
"2021-2022",12,"REGION XII WACO","WHITNEY ISD  -  109911","Traditional ISD/CSD",100,"Transfers In From",100,"ABBOTT ISD  -  109901",-999
"2021-2022",12,"REGION XII WACO","WHITNEY ISD  -  109911","Traditional ISD/CSD",100,"Transfers In From",100,"AQUILLA ISD  -  109912",-999
"2021-2022",12,"REGION XII WACO","WHITNEY ISD  -  109911","Traditional ISD/CSD",100,"Transfers In From",100,"BLUM ISD  -  109913",-999
"2021-2022",12,"REGION XII WACO","WHITNEY ISD  -  109911","Traditional ISD/CSD",100,"Transfers In From",100,"CHINA SPRING ISD  -  161920",-999
"2021-2022",12,"REGION XII WACO","WHITNEY ISD  -  109911","Traditional ISD/CSD",100,"Transfers In From",100,"CLEAR CREEK ISD  -  084910",-999
"2021-2022",12,"REGION XII WACO","WHITNEY ISD  -  109911","Traditional ISD/CSD",100,"Transfers In From",100,"CLEBURNE ISD  -  126903",-999
"2021-2022",12,"REGION XII WACO","WHITNEY ISD  -  109911","Traditional ISD/CSD",100,"Transfers In From",100,"CLIFTON ISD  -  018901",-999
"2021-2022",12,"REGION XII WACO","WHITNEY ISD  -  109911","Traditional ISD/CSD",100,"Transfers In From",100,"COVINGTON ISD  -  109903",-999
"2021-2022",12,"REGION XII WACO","WHITNEY ISD  -  109911","Traditional ISD/CSD",100,"Transfers In From",100,"HILLSBORO ISD  -  109904",17
"2021-2022",12,"REGION XII WACO","WHITNEY ISD  -  109911","Traditional ISD/CSD",100,"Transfers In From",100,"ITASCA ISD  -  109907",-999
"2021-2022",12,"REGION XII WACO","WHITNEY ISD  -  109911","Traditional ISD/CSD",100,"Transfers In From",100,"KELLER ISD  -  220907",-999
