T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfer Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME","REPORT_DISTNAME_NUMBER","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND","TRANSFERS_IN_OUT"
"2020-2021",12,"Region XII Waco","Robinson ISD (161922)","Traditional ISD/CSD",100,"Transfers In From",100,"Rosebud-Lott ISD (073905)",-999
"2020-2021",12,"Region XII Waco","Robinson ISD (161922)","Traditional ISD/CSD",100,"Transfers In From",100,"Troy ISD (014910)",-999
"2020-2021",12,"Region XII Waco","Robinson ISD (161922)","Traditional ISD/CSD",100,"Transfers In From",100,"Valley Mills ISD (018904)",-999
"2020-2021",12,"Region XII Waco","Robinson ISD (161922)","Traditional ISD/CSD",100,"Transfers In From",100,"Waco ISD (161914)",63
"2020-2021",12,"Region XII Waco","Robinson ISD (161922)","Traditional ISD/CSD",100,"Transfers In From",100,"West ISD (161916)",-999
"2020-2021",12,"Region XII Waco","Robinson ISD (161922)","Traditional ISD/CSD",100,"Transfers In From",200,,
"2020-2021",12,"Region XII Waco","Robinson ISD (161922)","Traditional ISD/CSD",100,"Transfers In From",200,"Total Transfers In",150
"2020-2021",12,"Region XII Waco","Robinson ISD (161922)","Traditional ISD/CSD",100,"Transfers In From",300,,
"2020-2021",12,"Region XII Waco","Robinson ISD (161922)","Traditional ISD/CSD",200,"Transfers Out To",100,"Abbott ISD (109901)",-999
"2020-2021",12,"Region XII Waco","Robinson ISD (161922)","Traditional ISD/CSD",200,"Transfers Out To",100,"Axtell ISD (161918)",-999
"2020-2021",12,"Region XII Waco","Robinson ISD (161922)","Traditional ISD/CSD",200,"Transfers Out To",100,"Bosqueville ISD (161923)",-999
"2020-2021",12,"Region XII Waco","Robinson ISD (161922)","Traditional ISD/CSD",200,"Transfers Out To",100,"Bruceville-Eddy ISD (161919)",-999
"2020-2021",12,"Region XII Waco","Robinson ISD (161922)","Traditional ISD/CSD",200,"Transfers Out To",100,"Chilton ISD (073901)",-999
"2020-2021",12,"Region XII Waco","Robinson ISD (161922)","Traditional ISD/CSD",200,"Transfers Out To",100,"China Spring ISD (161920)",-999
"2020-2021",12,"Region XII Waco","Robinson ISD (161922)","Traditional ISD/CSD",200,"Transfers Out To",100,"Crawford ISD (161901)",-999
"2020-2021",12,"Region XII Waco","Robinson ISD (161922)","Traditional ISD/CSD",200,"Transfers Out To",100,"Hallsville ISD (102904)",-999
"2020-2021",12,"Region XII Waco","Robinson ISD (161922)","Traditional ISD/CSD",200,"Transfers Out To",100,"Harmony Science Acad (Waco) (161807)",10
"2020-2021",12,"Region XII Waco","Robinson ISD (161922)","Traditional ISD/CSD",200,"Transfers Out To",100,"Hillsboro ISD (109904)",-999
"2020-2021",12,"Region XII Waco","Robinson ISD (161922)","Traditional ISD/CSD",200,"Transfers Out To",100,"La Vega ISD (161906)",-999
"2020-2021",12,"Region XII Waco","Robinson ISD (161922)","Traditional ISD/CSD",200,"Transfers Out To",100,"Lorena ISD (161907)",-999
"2020-2021",12,"Region XII Waco","Robinson ISD (161922)","Traditional ISD/CSD",200,"Transfers Out To",100,"Mart ISD (161908)",-999
"2020-2021",12,"Region XII Waco","Robinson ISD (161922)","Traditional ISD/CSD",200,"Transfers Out To",100,"McGregor ISD (161909)",-999
"2020-2021",12,"Region XII Waco","Robinson ISD (161922)","Traditional ISD/CSD",200,"Transfers Out To",100,"Midway ISD (161903)",20
"2020-2021",12,"Region XII Waco","Robinson ISD (161922)","Traditional ISD/CSD",200,"Transfers Out To",100,"Premier High Schools (072801)",-999
"2020-2021",12,"Region XII Waco","Robinson ISD (161922)","Traditional ISD/CSD",200,"Transfers Out To",100,"Rapoport Academy Public School (161802)",-999
"2020-2021",12,"Region XII Waco","Robinson ISD (161922)","Traditional ISD/CSD",200,"Transfers Out To",100,"Riesel ISD (161912)",-999
"2020-2021",12,"Region XII Waco","Robinson ISD (161922)","Traditional ISD/CSD",200,"Transfers Out To",100,"Rosebud-Lott ISD (073905)",-999
"2020-2021",12,"Region XII Waco","Robinson ISD (161922)","Traditional ISD/CSD",200,"Transfers Out To",100,"Valley Mills ISD (018904)",-999
"2020-2021",12,"Region XII Waco","Robinson ISD (161922)","Traditional ISD/CSD",200,"Transfers Out To",100,"Waco ISD (161914)",23
"2020-2021",12,"Region XII Waco","Robinson ISD (161922)","Traditional ISD/CSD",200,"Transfers Out To",100,"West ISD (161916)",-999
"2020-2021",12,"Region XII Waco","Robinson ISD (161922)","Traditional ISD/CSD",200,"Transfers Out To",200,,
"2020-2021",12,"Region XII Waco","Robinson ISD (161922)","Traditional ISD/CSD",200,"Transfers Out To",200,"Total Transfers Out",119
"2020-2021",12,"Region XII Waco","Robinson ISD (161922)","Traditional ISD/CSD",200,"Transfers Out To",300,,

 -999 indicates counts or percentages are not available (i.e. masked) to comply with the Family Educational Rights and Privacy Act (FERPA).

Masked numbers are typically small although larger numbers may be masked to prevent imputation.

The REPORT_NUMBER column and the LINE_GROUP_NUMBER column are added to assist sorting and filtering of rows in the file.

