T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfer Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME","REPORT_DISTNAME_NUMBER","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND","TRANSFERS_IN_OUT"
"2021-2022",08,"REGION VIII MT PLEASANT","MOUNT PLEASANT ISD  -  225902","Traditional ISD/CSD",100,"Transfers In From",100,"TEXARKANA ISD  -  019907",-999
"2021-2022",08,"REGION VIII MT PLEASANT","MOUNT PLEASANT ISD  -  225902","Traditional ISD/CSD",100,"Transfers In From",100,"WINNSBORO ISD  -  250907",-999
"2021-2022",08,"REGION VIII MT PLEASANT","MOUNT PLEASANT ISD  -  225902","Traditional ISD/CSD",100,"Transfers In From",200,,"."
"2021-2022",08,"REGION VIII MT PLEASANT","MOUNT PLEASANT ISD  -  225902","Traditional ISD/CSD",100,"Transfers In From",200,"Total Transfers In",330
"2021-2022",08,"REGION VIII MT PLEASANT","MOUNT PLEASANT ISD  -  225902","Traditional ISD/CSD",100,"Transfers In From",300,,"."
"2021-2022",08,"REGION VIII MT PLEASANT","MOUNT PLEASANT ISD  -  225902","Traditional ISD/CSD",200,"Transfers Out To",100,"CHAPEL HILL ISD  -  225906",221
"2021-2022",08,"REGION VIII MT PLEASANT","MOUNT PLEASANT ISD  -  225902","Traditional ISD/CSD",200,"Transfers Out To",100,"DAINGERFIELD-LONE STAR ISD  -  172902",-999
"2021-2022",08,"REGION VIII MT PLEASANT","MOUNT PLEASANT ISD  -  225902","Traditional ISD/CSD",200,"Transfers Out To",100,"HALLSVILLE ISD  -  102904",18
"2021-2022",08,"REGION VIII MT PLEASANT","MOUNT PLEASANT ISD  -  225902","Traditional ISD/CSD",200,"Transfers Out To",100,"HARTS BLUFF ISD  -  225907",257
"2021-2022",08,"REGION VIII MT PLEASANT","MOUNT PLEASANT ISD  -  225902","Traditional ISD/CSD",200,"Transfers Out To",100,"HUGHES SPRINGS ISD  -  034903",-999
"2021-2022",08,"REGION VIII MT PLEASANT","MOUNT PLEASANT ISD  -  225902","Traditional ISD/CSD",200,"Transfers Out To",100,"LONGVIEW ISD  -  092903",-999
"2021-2022",08,"REGION VIII MT PLEASANT","MOUNT PLEASANT ISD  -  225902","Traditional ISD/CSD",200,"Transfers Out To",100,"MOUNT VERNON ISD  -  080901",35
"2021-2022",08,"REGION VIII MT PLEASANT","MOUNT PLEASANT ISD  -  225902","Traditional ISD/CSD",200,"Transfers Out To",100,"PEWITT CISD  -  172905",-999
"2021-2022",08,"REGION VIII MT PLEASANT","MOUNT PLEASANT ISD  -  225902","Traditional ISD/CSD",200,"Transfers Out To",100,"PINE TREE ISD  -  092904",-999
"2021-2022",08,"REGION VIII MT PLEASANT","MOUNT PLEASANT ISD  -  225902","Traditional ISD/CSD",200,"Transfers Out To",100,"PIONEER TECHNOLOGY & ARTS ACADEMY  -  057850",-999
"2021-2022",08,"REGION VIII MT PLEASANT","MOUNT PLEASANT ISD  -  225902","Traditional ISD/CSD",200,"Transfers Out To",100,"PITTSBURG ISD  -  032902",20
"2021-2022",08,"REGION VIII MT PLEASANT","MOUNT PLEASANT ISD  -  225902","Traditional ISD/CSD",200,"Transfers Out To",100,"PREMIER HIGH SCHOOLS  -  072801",-999
"2021-2022",08,"REGION VIII MT PLEASANT","MOUNT PLEASANT ISD  -  225902","Traditional ISD/CSD",200,"Transfers Out To",100,"RIVERCREST ISD  -  194903",31
"2021-2022",08,"REGION VIII MT PLEASANT","MOUNT PLEASANT ISD  -  225902","Traditional ISD/CSD",200,"Transfers Out To",100,"TEXAS TECH UNIVERSITY K-12  -  152504",-999
"2021-2022",08,"REGION VIII MT PLEASANT","MOUNT PLEASANT ISD  -  225902","Traditional ISD/CSD",200,"Transfers Out To",200,,"."
"2021-2022",08,"REGION VIII MT PLEASANT","MOUNT PLEASANT ISD  -  225902","Traditional ISD/CSD",200,"Transfers Out To",200,"Total Transfers Out",600
"2021-2022",08,"REGION VIII MT PLEASANT","MOUNT PLEASANT ISD  -  225902","Traditional ISD/CSD",200,"Transfers Out To",300,,"."

 -999 indicates counts or percentages are not available (i.e. masked) to comply with the Family Educational Rights and Privacy Act (FERPA).

Masked numbers are typically small although larger numbers may be masked to prevent imputation.

The REPORT_NUMBER column and the LINE_GROUP_NUMBER column are added to assist sorting and filtering of rows in the file.

