"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2012-13",07,"Region VII Kilgore","Beckville ISD (183901)",100,"Transfers In From",100,"Carthage ISD (183902)",101
"2012-13",07,"Region VII Kilgore","Beckville ISD (183901)",100,"Transfers In From",100,"Hallsville ISD (102904)",-9999999
"2012-13",07,"Region VII Kilgore","Beckville ISD (183901)",100,"Transfers In From",100,"Henderson ISD (201902)",24
"2012-13",07,"Region VII Kilgore","Beckville ISD (183901)",100,"Transfers In From",100,"Marshall ISD (102902)",8
"2012-13",07,"Region VII Kilgore","Beckville ISD (183901)",100,"Transfers In From",100,"Tatum ISD (201910)",8
"2012-13",07,"Region VII Kilgore","Beckville ISD (183901)",100,"Transfers In From",200,"","."
"2012-13",07,"Region VII Kilgore","Beckville ISD (183901)",100,"Transfers In From",200,"Total Transfers In",-9999999
"2012-13",07,"Region VII Kilgore","Beckville ISD (183901)",100,"Transfers In From",300,"","."
"2012-13",07,"Region VII Kilgore","Beckville ISD (183901)",200,"Transfers Out To",100,"Carthage ISD (183902)",19
"2012-13",07,"Region VII Kilgore","Beckville ISD (183901)",200,"Transfers Out To",100,"Gladewater ISD (092901)",-9999999
"2012-13",07,"Region VII Kilgore","Beckville ISD (183901)",200,"Transfers Out To",100,"Henderson ISD (201902)",-9999999
"2012-13",07,"Region VII Kilgore","Beckville ISD (183901)",200,"Transfers Out To",100,"Marshall ISD (102902)",-9999999
"2012-13",07,"Region VII Kilgore","Beckville ISD (183901)",200,"Transfers Out To",100,"Mount Enterprise ISD (201907)",-9999999
"2012-13",07,"Region VII Kilgore","Beckville ISD (183901)",200,"Transfers Out To",100,"Panola Charter School (183801)",8
"2012-13",07,"Region VII Kilgore","Beckville ISD (183901)",200,"Transfers Out To",100,"Tatum ISD (201910)",14
"2012-13",07,"Region VII Kilgore","Beckville ISD (183901)",200,"Transfers Out To",200,"","."
"2012-13",07,"Region VII Kilgore","Beckville ISD (183901)",200,"Transfers Out To",200,"Total Transfers Out",-9999999
"2012-13",07,"Region VII Kilgore","Beckville ISD (183901)",200,"Transfers Out To",300,"","."

