"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2015-16",03,"Region III Victoria","Yorktown ISD (062904)",100,"Transfers In From",100,"Brackett ISD (136901)",-9999999
"2015-16",03,"Region III Victoria","Yorktown ISD (062904)",100,"Transfers In From",100,"Cuero ISD (062901)",-9999999
"2015-16",03,"Region III Victoria","Yorktown ISD (062904)",100,"Transfers In From",100,"Goliad ISD (088902)",5
"2015-16",03,"Region III Victoria","Yorktown ISD (062904)",100,"Transfers In From",100,"Meyersville ISD (062906)",-9999999
"2015-16",03,"Region III Victoria","Yorktown ISD (062904)",100,"Transfers In From",100,"Nordheim ISD (062902)",20
"2015-16",03,"Region III Victoria","Yorktown ISD (062904)",100,"Transfers In From",100,"Victoria ISD (235902)",-9999999
"2015-16",03,"Region III Victoria","Yorktown ISD (062904)",100,"Transfers In From",100,"Westhoff ISD (062905)",-9999999
"2015-16",03,"Region III Victoria","Yorktown ISD (062904)",100,"Transfers In From",200,,"."
"2015-16",03,"Region III Victoria","Yorktown ISD (062904)",100,"Transfers In From",200,"Total Transfers In",36
"2015-16",03,"Region III Victoria","Yorktown ISD (062904)",100,"Transfers In From",300,,"."
"2015-16",03,"Region III Victoria","Yorktown ISD (062904)",200,"Transfers Out To",100,"Cuero ISD (062901)",10
"2015-16",03,"Region III Victoria","Yorktown ISD (062904)",200,"Transfers Out To",100,"Goliad ISD (088902)",-9999999
"2015-16",03,"Region III Victoria","Yorktown ISD (062904)",200,"Transfers Out To",100,"Karnes City ISD (128901)",-9999999
"2015-16",03,"Region III Victoria","Yorktown ISD (062904)",200,"Transfers Out To",100,"Meyersville ISD (062906)",5
"2015-16",03,"Region III Victoria","Yorktown ISD (062904)",200,"Transfers Out To",100,"Nordheim ISD (062902)",46
"2015-16",03,"Region III Victoria","Yorktown ISD (062904)",200,"Transfers Out To",100,"Westhoff ISD (062905)",8
"2015-16",03,"Region III Victoria","Yorktown ISD (062904)",200,"Transfers Out To",100,"Yoakum ISD (062903)",-9999999
"2015-16",03,"Region III Victoria","Yorktown ISD (062904)",200,"Transfers Out To",200,,"."
"2015-16",03,"Region III Victoria","Yorktown ISD (062904)",200,"Transfers Out To",200,"Total Transfers Out",74
"2015-16",03,"Region III Victoria","Yorktown ISD (062904)",200,"Transfers Out To",300,,"."

