"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2012-13",06,"Region VI Huntsville","Willis ISD (170904)",100,"Transfers In From",100,"Coldspring-Oakhurst CISD (204901)",18
"2012-13",06,"Region VI Huntsville","Willis ISD (170904)",100,"Transfers In From",100,"Conroe ISD (170902)",182
"2012-13",06,"Region VI Huntsville","Willis ISD (170904)",100,"Transfers In From",100,"Houston ISD (101912)",-9999999
"2012-13",06,"Region VI Huntsville","Willis ISD (170904)",100,"Transfers In From",100,"Huntsville ISD (236902)",28
"2012-13",06,"Region VI Huntsville","Willis ISD (170904)",100,"Transfers In From",100,"Klein ISD (101915)",-9999999
"2012-13",06,"Region VI Huntsville","Willis ISD (170904)",100,"Transfers In From",100,"Magnolia ISD (170906)",-9999999
"2012-13",06,"Region VI Huntsville","Willis ISD (170904)",100,"Transfers In From",100,"Montgomery ISD (170903)",12
"2012-13",06,"Region VI Huntsville","Willis ISD (170904)",100,"Transfers In From",100,"Navasota ISD (093904)",-9999999
"2012-13",06,"Region VI Huntsville","Willis ISD (170904)",100,"Transfers In From",100,"New Waverly ISD (236901)",17
"2012-13",06,"Region VI Huntsville","Willis ISD (170904)",100,"Transfers In From",100,"Richards ISD (093905)",-9999999
"2012-13",06,"Region VI Huntsville","Willis ISD (170904)",100,"Transfers In From",100,"Spring ISD (101919)",5
"2012-13",06,"Region VI Huntsville","Willis ISD (170904)",100,"Transfers In From",100,"Tomball ISD (101921)",-9999999
"2012-13",06,"Region VI Huntsville","Willis ISD (170904)",100,"Transfers In From",200,"","."
"2012-13",06,"Region VI Huntsville","Willis ISD (170904)",100,"Transfers In From",200,"Total Transfers In",271
"2012-13",06,"Region VI Huntsville","Willis ISD (170904)",100,"Transfers In From",300,"","."
"2012-13",06,"Region VI Huntsville","Willis ISD (170904)",200,"Transfers Out To",100,"Aldine ISD (101902)",-9999999
"2012-13",06,"Region VI Huntsville","Willis ISD (170904)",200,"Transfers Out To",100,"Austin ISD (227901)",-9999999
"2012-13",06,"Region VI Huntsville","Willis ISD (170904)",200,"Transfers Out To",100,"Coldspring-Oakhurst CISD (204901)",9
"2012-13",06,"Region VI Huntsville","Willis ISD (170904)",200,"Transfers Out To",100,"Conroe ISD (170902)",81
"2012-13",06,"Region VI Huntsville","Willis ISD (170904)",200,"Transfers Out To",100,"Houston ISD (101912)",-9999999
"2012-13",06,"Region VI Huntsville","Willis ISD (170904)",200,"Transfers Out To",100,"Huntsville ISD (236902)",10
"2012-13",06,"Region VI Huntsville","Willis ISD (170904)",200,"Transfers Out To",100,"John H Wood Jr Public Charter Dist (015808)",-9999999
"2012-13",06,"Region VI Huntsville","Willis ISD (170904)",200,"Transfers Out To",100,"Magnolia ISD (170906)",-9999999
"2012-13",06,"Region VI Huntsville","Willis ISD (170904)",200,"Transfers Out To",100,"Montgomery ISD (170903)",40
"2012-13",06,"Region VI Huntsville","Willis ISD (170904)",200,"Transfers Out To",100,"Navasota ISD (093904)",-9999999
"2012-13",06,"Region VI Huntsville","Willis ISD (170904)",200,"Transfers Out To",100,"New Caney ISD (170908)",-9999999
"2012-13",06,"Region VI Huntsville","Willis ISD (170904)",200,"Transfers Out To",100,"New Waverly ISD (236901)",24
"2012-13",06,"Region VI Huntsville","Willis ISD (170904)",200,"Transfers Out To",100,"Northwest ISD (061911)",-9999999
"2012-13",06,"Region VI Huntsville","Willis ISD (170904)",200,"Transfers Out To",100,"Pflugerville ISD (227904)",-9999999
"2012-13",06,"Region VI Huntsville","Willis ISD (170904)",200,"Transfers Out To",100,"Premier High Schools (072801)",16
"2012-13",06,"Region VI Huntsville","Willis ISD (170904)",200,"Transfers Out To",100,"Shepherd ISD (204904)",-9999999
"2012-13",06,"Region VI Huntsville","Willis ISD (170904)",200,"Transfers Out To",100,"Southwest School (101838)",-9999999
"2012-13",06,"Region VI Huntsville","Willis ISD (170904)",200,"Transfers Out To",100,"Splendora ISD (170907)",-9999999
"2012-13",06,"Region VI Huntsville","Willis ISD (170904)",200,"Transfers Out To",100,"Texas College Preparatory Academie (221801)",145
"2012-13",06,"Region VI Huntsville","Willis ISD (170904)",200,"Transfers Out To",100,"Vernon ISD (244903)",-9999999
"2012-13",06,"Region VI Huntsville","Willis ISD (170904)",200,"Transfers Out To",200,"","."
"2012-13",06,"Region VI Huntsville","Willis ISD (170904)",200,"Transfers Out To",200,"Total Transfers Out",346
"2012-13",06,"Region VI Huntsville","Willis ISD (170904)",200,"Transfers Out To",300,"","."

