"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2012-13",14,"Region XIV Abilene","Comanche ISD (047901)",100,"Transfers In From",100,"Cross Plains ISD (030901)",-9999999
"2012-13",14,"Region XIV Abilene","Comanche ISD (047901)",100,"Transfers In From",100,"De Leon ISD (047902)",18
"2012-13",14,"Region XIV Abilene","Comanche ISD (047901)",100,"Transfers In From",100,"Dublin ISD (072902)",11
"2012-13",14,"Region XIV Abilene","Comanche ISD (047901)",100,"Transfers In From",100,"Early ISD (025909)",-9999999
"2012-13",14,"Region XIV Abilene","Comanche ISD (047901)",100,"Transfers In From",100,"Gustine ISD (047903)",32
"2012-13",14,"Region XIV Abilene","Comanche ISD (047901)",100,"Transfers In From",100,"May ISD (025905)",-9999999
"2012-13",14,"Region XIV Abilene","Comanche ISD (047901)",100,"Transfers In From",100,"Mullin ISD (167902)",-9999999
"2012-13",14,"Region XIV Abilene","Comanche ISD (047901)",100,"Transfers In From",100,"Priddy ISD (167904)",-9999999
"2012-13",14,"Region XIV Abilene","Comanche ISD (047901)",100,"Transfers In From",100,"Sidney ISD (047905)",20
"2012-13",14,"Region XIV Abilene","Comanche ISD (047901)",100,"Transfers In From",100,"Stephenville ISD (072903)",-9999999
"2012-13",14,"Region XIV Abilene","Comanche ISD (047901)",100,"Transfers In From",100,"Zephyr ISD (025906)",-9999999
"2012-13",14,"Region XIV Abilene","Comanche ISD (047901)",100,"Transfers In From",200,"","."
"2012-13",14,"Region XIV Abilene","Comanche ISD (047901)",100,"Transfers In From",200,"Total Transfers In",95
"2012-13",14,"Region XIV Abilene","Comanche ISD (047901)",100,"Transfers In From",300,"","."
"2012-13",14,"Region XIV Abilene","Comanche ISD (047901)",200,"Transfers Out To",100,"Abilene ISD (221901)",6
"2012-13",14,"Region XIV Abilene","Comanche ISD (047901)",200,"Transfers Out To",100,"Blanket ISD (025904)",10
"2012-13",14,"Region XIV Abilene","Comanche ISD (047901)",200,"Transfers Out To",100,"Brownwood ISD (025902)",-9999999
"2012-13",14,"Region XIV Abilene","Comanche ISD (047901)",200,"Transfers Out To",100,"De Leon ISD (047902)",8
"2012-13",14,"Region XIV Abilene","Comanche ISD (047901)",200,"Transfers Out To",100,"Dublin ISD (072902)",17
"2012-13",14,"Region XIV Abilene","Comanche ISD (047901)",200,"Transfers Out To",100,"Early ISD (025909)",-9999999
"2012-13",14,"Region XIV Abilene","Comanche ISD (047901)",200,"Transfers Out To",100,"Gustine ISD (047903)",18
"2012-13",14,"Region XIV Abilene","Comanche ISD (047901)",200,"Transfers Out To",100,"John H Wood Jr Public Charter Dist (015808)",-9999999
"2012-13",14,"Region XIV Abilene","Comanche ISD (047901)",200,"Transfers Out To",100,"Lingleville ISD (072909)",-9999999
"2012-13",14,"Region XIV Abilene","Comanche ISD (047901)",200,"Transfers Out To",100,"Mullin ISD (167902)",-9999999
"2012-13",14,"Region XIV Abilene","Comanche ISD (047901)",200,"Transfers Out To",100,"Premier High Schools (072801)",69
"2012-13",14,"Region XIV Abilene","Comanche ISD (047901)",200,"Transfers Out To",100,"Priddy ISD (167904)",11
"2012-13",14,"Region XIV Abilene","Comanche ISD (047901)",200,"Transfers Out To",100,"Ranger ISD (067907)",-9999999
"2012-13",14,"Region XIV Abilene","Comanche ISD (047901)",200,"Transfers Out To",100,"San Angelo ISD (226903)",6
"2012-13",14,"Region XIV Abilene","Comanche ISD (047901)",200,"Transfers Out To",100,"Sidney ISD (047905)",50
"2012-13",14,"Region XIV Abilene","Comanche ISD (047901)",200,"Transfers Out To",100,"Texas College Preparatory Academie (221801)",-9999999
"2012-13",14,"Region XIV Abilene","Comanche ISD (047901)",200,"Transfers Out To",100,"Three Way ISD (072901)",-9999999
"2012-13",14,"Region XIV Abilene","Comanche ISD (047901)",200,"Transfers Out To",100,"West ISD (161916)",-9999999
"2012-13",14,"Region XIV Abilene","Comanche ISD (047901)",200,"Transfers Out To",100,"Zephyr ISD (025906)",-9999999
"2012-13",14,"Region XIV Abilene","Comanche ISD (047901)",200,"Transfers Out To",200,"","."
"2012-13",14,"Region XIV Abilene","Comanche ISD (047901)",200,"Transfers Out To",200,"Total Transfers Out",211
"2012-13",14,"Region XIV Abilene","Comanche ISD (047901)",200,"Transfers Out To",300,"","."

