"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2011-12",18,"Region XVIII Midland","Buena Vista ISD (186901)",100,"Transfers In From",100,"Ector County ISD (068901)",15
"2011-12",18,"Region XVIII Midland","Buena Vista ISD (186901)",100,"Transfers In From",100,"Fort Stockton ISD (186902)",25
"2011-12",18,"Region XVIII Midland","Buena Vista ISD (186901)",100,"Transfers In From",100,"Grandfalls-Royalty ISD (238904)",-9999999
"2011-12",18,"Region XVIII Midland","Buena Vista ISD (186901)",100,"Transfers In From",200,"","."
"2011-12",18,"Region XVIII Midland","Buena Vista ISD (186901)",100,"Transfers In From",200,"Total Transfers In",-9999999
"2011-12",18,"Region XVIII Midland","Buena Vista ISD (186901)",100,"Transfers In From",300,"","."
"2011-12",18,"Region XVIII Midland","Buena Vista ISD (186901)",200,"Transfers Out To",100,"Fort Stockton ISD (186902)",-9999999
"2011-12",18,"Region XVIII Midland","Buena Vista ISD (186901)",200,"Transfers Out To",100,"Grandfalls-Royalty ISD (238904)",-9999999
"2011-12",18,"Region XVIII Midland","Buena Vista ISD (186901)",200,"Transfers Out To",200,"","."
"2011-12",18,"Region XVIII Midland","Buena Vista ISD (186901)",200,"Transfers Out To",200,"Total Transfers Out",-9999999
"2011-12",18,"Region XVIII Midland","Buena Vista ISD (186901)",200,"Transfers Out To",300,"","."

