"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2016-2017",15,"Region XV San Angelo","Wall ISD (226906)","Traditional ISD/CSD",100,"Transfers In From",100,"Christoval ISD (226901)",-9999999
"2016-2017",15,"Region XV San Angelo","Wall ISD (226906)","Traditional ISD/CSD",100,"Transfers In From",100,"Eden CISD (048901)",10
"2016-2017",15,"Region XV San Angelo","Wall ISD (226906)","Traditional ISD/CSD",100,"Transfers In From",100,"Miles ISD (200902)",-9999999
"2016-2017",15,"Region XV San Angelo","Wall ISD (226906)","Traditional ISD/CSD",100,"Transfers In From",100,"Paint Rock ISD (048903)",-9999999
"2016-2017",15,"Region XV San Angelo","Wall ISD (226906)","Traditional ISD/CSD",100,"Transfers In From",100,"Robert Lee ISD (041902)",-9999999
"2016-2017",15,"Region XV San Angelo","Wall ISD (226906)","Traditional ISD/CSD",100,"Transfers In From",100,"San Angelo ISD (226903)",80
"2016-2017",15,"Region XV San Angelo","Wall ISD (226906)","Traditional ISD/CSD",100,"Transfers In From",100,"Veribest ISD (226908)",12
"2016-2017",15,"Region XV San Angelo","Wall ISD (226906)","Traditional ISD/CSD",100,"Transfers In From",100,"Water Valley ISD (226905)",-9999999
"2016-2017",15,"Region XV San Angelo","Wall ISD (226906)","Traditional ISD/CSD",100,"Transfers In From",200,,"."
"2016-2017",15,"Region XV San Angelo","Wall ISD (226906)","Traditional ISD/CSD",100,"Transfers In From",200,"Total Transfers In",112
"2016-2017",15,"Region XV San Angelo","Wall ISD (226906)","Traditional ISD/CSD",100,"Transfers In From",300,,"."
"2016-2017",15,"Region XV San Angelo","Wall ISD (226906)","Traditional ISD/CSD",200,"Transfers Out To",100,"Christoval ISD (226901)",5
"2016-2017",15,"Region XV San Angelo","Wall ISD (226906)","Traditional ISD/CSD",200,"Transfers Out To",100,"Grape Creek ISD (226907)",-9999999
"2016-2017",15,"Region XV San Angelo","Wall ISD (226906)","Traditional ISD/CSD",200,"Transfers Out To",100,"Miles ISD (200902)",-9999999
"2016-2017",15,"Region XV San Angelo","Wall ISD (226906)","Traditional ISD/CSD",200,"Transfers Out To",100,"Olfen ISD (200906)",6
"2016-2017",15,"Region XV San Angelo","Wall ISD (226906)","Traditional ISD/CSD",200,"Transfers Out To",100,"Paint Rock ISD (048903)",9
"2016-2017",15,"Region XV San Angelo","Wall ISD (226906)","Traditional ISD/CSD",200,"Transfers Out To",100,"San Angelo ISD (226903)",18
"2016-2017",15,"Region XV San Angelo","Wall ISD (226906)","Traditional ISD/CSD",200,"Transfers Out To",100,"Texas Leadership (226801)",7
"2016-2017",15,"Region XV San Angelo","Wall ISD (226906)","Traditional ISD/CSD",200,"Transfers Out To",100,"Veribest ISD (226908)",10
"2016-2017",15,"Region XV San Angelo","Wall ISD (226906)","Traditional ISD/CSD",200,"Transfers Out To",200,,"."
"2016-2017",15,"Region XV San Angelo","Wall ISD (226906)","Traditional ISD/CSD",200,"Transfers Out To",200,"Total Transfers Out",-9999999
"2016-2017",15,"Region XV San Angelo","Wall ISD (226906)","Traditional ISD/CSD",200,"Transfers Out To",300,,"."

