T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfer Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME","REPORT_DISTNAME_NUMBER","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND","TRANSFERS_IN_OUT"
"2021-2022",13,"REGION XIII AUSTIN","SAN MARCOS CISD  -  105902","Traditional ISD/CSD",100,"Transfers In From",100,"AUSTIN ISD  -  227901",-999
"2021-2022",13,"REGION XIII AUSTIN","SAN MARCOS CISD  -  105902","Traditional ISD/CSD",100,"Transfers In From",100,"COMAL ISD  -  046902",-999
"2021-2022",13,"REGION XIII AUSTIN","SAN MARCOS CISD  -  105902","Traditional ISD/CSD",100,"Transfers In From",100,"HAYS CISD  -  105906",18
"2021-2022",13,"REGION XIII AUSTIN","SAN MARCOS CISD  -  105902","Traditional ISD/CSD",100,"Transfers In From",100,"JUDSON ISD  -  015916",-999
"2021-2022",13,"REGION XIII AUSTIN","SAN MARCOS CISD  -  105902","Traditional ISD/CSD",100,"Transfers In From",100,"LOCKHART ISD  -  028902",-999
"2021-2022",13,"REGION XIII AUSTIN","SAN MARCOS CISD  -  105902","Traditional ISD/CSD",100,"Transfers In From",100,"LULING ISD  -  028903",-999
"2021-2022",13,"REGION XIII AUSTIN","SAN MARCOS CISD  -  105902","Traditional ISD/CSD",100,"Transfers In From",100,"MANOR ISD  -  227907",-999
"2021-2022",13,"REGION XIII AUSTIN","SAN MARCOS CISD  -  105902","Traditional ISD/CSD",100,"Transfers In From",100,"NEW BRAUNFELS ISD  -  046901",-999
"2021-2022",13,"REGION XIII AUSTIN","SAN MARCOS CISD  -  105902","Traditional ISD/CSD",100,"Transfers In From",100,"SEGUIN ISD  -  094901",-999
"2021-2022",13,"REGION XIII AUSTIN","SAN MARCOS CISD  -  105902","Traditional ISD/CSD",100,"Transfers In From",100,"WIMBERLEY ISD  -  105905",-999
"2021-2022",13,"REGION XIII AUSTIN","SAN MARCOS CISD  -  105902","Traditional ISD/CSD",100,"Transfers In From",200,,"."
"2021-2022",13,"REGION XIII AUSTIN","SAN MARCOS CISD  -  105902","Traditional ISD/CSD",100,"Transfers In From",200,"Total Transfers In",47
"2021-2022",13,"REGION XIII AUSTIN","SAN MARCOS CISD  -  105902","Traditional ISD/CSD",100,"Transfers In From",300,,"."
"2021-2022",13,"REGION XIII AUSTIN","SAN MARCOS CISD  -  105902","Traditional ISD/CSD",200,"Transfers Out To",100,"AUSTIN ACHIEVE PUBLIC SCHOOLS  -  227825",-999
"2021-2022",13,"REGION XIII AUSTIN","SAN MARCOS CISD  -  105902","Traditional ISD/CSD",200,"Transfers Out To",100,"AUSTIN ISD  -  227901",-999
"2021-2022",13,"REGION XIII AUSTIN","SAN MARCOS CISD  -  105902","Traditional ISD/CSD",200,"Transfers Out To",100,"COMAL ISD  -  046902",14
"2021-2022",13,"REGION XIII AUSTIN","SAN MARCOS CISD  -  105902","Traditional ISD/CSD",200,"Transfers Out To",100,"DRIPPING SPRINGS ISD  -  105904",-999
"2021-2022",13,"REGION XIII AUSTIN","SAN MARCOS CISD  -  105902","Traditional ISD/CSD",200,"Transfers Out To",100,"EANES ISD  -  227909",-999
"2021-2022",13,"REGION XIII AUSTIN","SAN MARCOS CISD  -  105902","Traditional ISD/CSD",200,"Transfers Out To",100,"GRAPEVINE-COLLEYVILLE ISD  -  220906",-999
"2021-2022",13,"REGION XIII AUSTIN","SAN MARCOS CISD  -  105902","Traditional ISD/CSD",200,"Transfers Out To",100,"HALLSVILLE ISD  -  102904",21
"2021-2022",13,"REGION XIII AUSTIN","SAN MARCOS CISD  -  105902","Traditional ISD/CSD",200,"Transfers Out To",100,"HAYS CISD  -  105906",29
"2021-2022",13,"REGION XIII AUSTIN","SAN MARCOS CISD  -  105902","Traditional ISD/CSD",200,"Transfers Out To",100,"IDEA PUBLIC SCHOOLS  -  108807",77
"2021-2022",13,"REGION XIII AUSTIN","SAN MARCOS CISD  -  105902","Traditional ISD/CSD",200,"Transfers Out To",100,"INSPIRE ACADEMIES  -  015808",42
"2021-2022",13,"REGION XIII AUSTIN","SAN MARCOS CISD  -  105902","Traditional ISD/CSD",200,"Transfers Out To",100,"KATHERINE ANNE PORTER SCHOOL  -  105801",16
"2021-2022",13,"REGION XIII AUSTIN","SAN MARCOS CISD  -  105902","Traditional ISD/CSD",200,"Transfers Out To",100,"KI CHARTER ACADEMY  -  105803",162
