"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2015-16",07,"Region VII Kilgore","Mount Enterprise ISD (201907)",100,"Transfers In From",100,"Central Heights ISD (174908)",-9999999
"2015-16",07,"Region VII Kilgore","Mount Enterprise ISD (201907)",100,"Transfers In From",100,"Cushing ISD (174902)",5
"2015-16",07,"Region VII Kilgore","Mount Enterprise ISD (201907)",100,"Transfers In From",100,"Henderson ISD (201902)",77
"2015-16",07,"Region VII Kilgore","Mount Enterprise ISD (201907)",100,"Transfers In From",100,"Laneville ISD (201903)",26
"2015-16",07,"Region VII Kilgore","Mount Enterprise ISD (201907)",100,"Transfers In From",100,"Nacogdoches ISD (174904)",-9999999
"2015-16",07,"Region VII Kilgore","Mount Enterprise ISD (201907)",100,"Transfers In From",100,"Tenaha ISD (210904)",-9999999
"2015-16",07,"Region VII Kilgore","Mount Enterprise ISD (201907)",100,"Transfers In From",100,"Timpson ISD (210905)",-9999999
"2015-16",07,"Region VII Kilgore","Mount Enterprise ISD (201907)",100,"Transfers In From",200,,"."
"2015-16",07,"Region VII Kilgore","Mount Enterprise ISD (201907)",100,"Transfers In From",200,"Total Transfers In",116
"2015-16",07,"Region VII Kilgore","Mount Enterprise ISD (201907)",100,"Transfers In From",300,,"."
"2015-16",07,"Region VII Kilgore","Mount Enterprise ISD (201907)",200,"Transfers Out To",100,"Carthage ISD (183902)",-9999999
"2015-16",07,"Region VII Kilgore","Mount Enterprise ISD (201907)",200,"Transfers Out To",100,"Central Heights ISD (174908)",-9999999
"2015-16",07,"Region VII Kilgore","Mount Enterprise ISD (201907)",200,"Transfers Out To",100,"Cushing ISD (174902)",-9999999
"2015-16",07,"Region VII Kilgore","Mount Enterprise ISD (201907)",200,"Transfers Out To",100,"Garrison ISD (174903)",-9999999
"2015-16",07,"Region VII Kilgore","Mount Enterprise ISD (201907)",200,"Transfers Out To",100,"Henderson ISD (201902)",-9999999
"2015-16",07,"Region VII Kilgore","Mount Enterprise ISD (201907)",200,"Transfers Out To",100,"Laneville ISD (201903)",-9999999
"2015-16",07,"Region VII Kilgore","Mount Enterprise ISD (201907)",200,"Transfers Out To",100,"Nacogdoches ISD (174904)",-9999999
"2015-16",07,"Region VII Kilgore","Mount Enterprise ISD (201907)",200,"Transfers Out To",100,"Premier High Schools (072801)",-9999999
"2015-16",07,"Region VII Kilgore","Mount Enterprise ISD (201907)",200,"Transfers Out To",100,"Woden ISD (174906)",-9999999
"2015-16",07,"Region VII Kilgore","Mount Enterprise ISD (201907)",200,"Transfers Out To",200,,"."
"2015-16",07,"Region VII Kilgore","Mount Enterprise ISD (201907)",200,"Transfers Out To",200,"Total Transfers Out",13
"2015-16",07,"Region VII Kilgore","Mount Enterprise ISD (201907)",200,"Transfers Out To",300,,"."

