"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2016-2017",08,"Region VIII Mt Pleasant","Avinger ISD (034902)","Traditional ISD/CSD",100,"Transfers In From",100,"Daingerfield-Lone Star ISD (172902)",10
"2016-2017",08,"Region VIII Mt Pleasant","Avinger ISD (034902)","Traditional ISD/CSD",100,"Transfers In From",100,"Hughes Springs ISD (034903)",-9999999
"2016-2017",08,"Region VIII Mt Pleasant","Avinger ISD (034902)","Traditional ISD/CSD",100,"Transfers In From",100,"Jefferson ISD (155901)",27
"2016-2017",08,"Region VIII Mt Pleasant","Avinger ISD (034902)","Traditional ISD/CSD",100,"Transfers In From",100,"Linden-Kildare CISD (034905)",-9999999
"2016-2017",08,"Region VIII Mt Pleasant","Avinger ISD (034902)","Traditional ISD/CSD",100,"Transfers In From",100,"New Diana ISD (230906)",-9999999
"2016-2017",08,"Region VIII Mt Pleasant","Avinger ISD (034902)","Traditional ISD/CSD",100,"Transfers In From",100,"Ore City ISD (230903)",-9999999
"2016-2017",08,"Region VIII Mt Pleasant","Avinger ISD (034902)","Traditional ISD/CSD",100,"Transfers In From",100,"Union Hill ISD (230904)",-9999999
"2016-2017",08,"Region VIII Mt Pleasant","Avinger ISD (034902)","Traditional ISD/CSD",100,"Transfers In From",200,,"."
"2016-2017",08,"Region VIII Mt Pleasant","Avinger ISD (034902)","Traditional ISD/CSD",100,"Transfers In From",200,"Total Transfers In",47
"2016-2017",08,"Region VIII Mt Pleasant","Avinger ISD (034902)","Traditional ISD/CSD",100,"Transfers In From",300,,"."
"2016-2017",08,"Region VIII Mt Pleasant","Avinger ISD (034902)","Traditional ISD/CSD",200,"Transfers Out To",100,"Atlanta ISD (034901)",-9999999
"2016-2017",08,"Region VIII Mt Pleasant","Avinger ISD (034902)","Traditional ISD/CSD",200,"Transfers Out To",100,"Gilmer ISD (230902)",-9999999
"2016-2017",08,"Region VIII Mt Pleasant","Avinger ISD (034902)","Traditional ISD/CSD",200,"Transfers Out To",100,"Hughes Springs ISD (034903)",37
"2016-2017",08,"Region VIII Mt Pleasant","Avinger ISD (034902)","Traditional ISD/CSD",200,"Transfers Out To",100,"Jefferson ISD (155901)",5
"2016-2017",08,"Region VIII Mt Pleasant","Avinger ISD (034902)","Traditional ISD/CSD",200,"Transfers Out To",100,"New Diana ISD (230906)",-9999999
"2016-2017",08,"Region VIII Mt Pleasant","Avinger ISD (034902)","Traditional ISD/CSD",200,"Transfers Out To",100,"Texas College Preparatory Academie (221801)",-9999999
"2016-2017",08,"Region VIII Mt Pleasant","Avinger ISD (034902)","Traditional ISD/CSD",200,"Transfers Out To",200,,"."
"2016-2017",08,"Region VIII Mt Pleasant","Avinger ISD (034902)","Traditional ISD/CSD",200,"Transfers Out To",200,"Total Transfers Out",48
"2016-2017",08,"Region VIII Mt Pleasant","Avinger ISD (034902)","Traditional ISD/CSD",200,"Transfers Out To",300,,"."

